1.79970623		0.098666699999996
1.80970623		0.090900399999995
1.81970623		0.083549599999998
1.82970623		0.076600200000002
1.83970623		0.0700389
1.84970623		0.063852699999998
1.85970623		0.058028899999997
1.86970623		0.052555200000001
1.87970623		0.0474198
1.88970623		0.042611199999996
1.89970623		0.038118100000006
1.90970623		0.033929799999996
1.91970623		0.030035699999999
1.92970623		0.026425599999996
1.93970623		0.0230897
1.94970623		0.020018300000004
1.95970623		0.0172022
1.96970623		0.014632300000002
1.97970623		0.012299900000002
1.98970623		0.010196600000001
1.99970623		0.008314100000007
2.00970623		0.006644500000007
2.01970623		0.005180100000004
2.02970623		0.003913299999994
2.03970623		0.002837
2.04970623		0.001944100000003
2.05970623		0.001227799999995
2.06970623		0.000681600000007
2.07970623		0.000298900000004
2.08970623		7.37000000015087E-05
2.09970623		0
2.10970623		7.18999999946845E-05
2.11970623		0.000283699999997
2.12970623		0.000630099999995
2.13970623		0.001105800000005
2.14970623		0.001705599999994
2.15970623		0.002424599999998
2.16970623		0.003257899999994
2.17970623		0.004200999999995
2.18970623		0.005249399999997
2.19970623		0.006398500000003
2.20970623		0.007644400000004
2.21970623		0.008982700000004
2.22970623		0.010409699999997
2.23970623		0.011921400000006
2.24970623		0.013514200000003
2.25970623		0.015184399999996
2.26970623		0.0169286
2.27970623		0.018743400000005
2.28970623		0.020625499999994
2.29970623		0.022571799999994
2.30970623		0.024579299999999
2.31970623		0.026644899999994
2.32970623		0.028765800000002
2.33970623		0.0309393
2.34970623		0.033162599999997
2.35970623		0.035433100000006
2.36970623		0.037748399999998
2.37970623		0.040105999999995
2.38970623		0.042503499999995
2.39970623		0.044938799999997

